NAME_x,LABEL_x,NAME_y,TYPE,LENGTH,LABEL_y,Source_URL,Year,NAME_2
DISTNAME,District Name,DISTNAME,Character,34,District Name,https://rptsvr1.tea.texas.gov/perfreport/tapr/2021/xplore/ddrop_att.html,2021,DISTNAME
DISTRICT,District Number,DISTRICT,Character,6,District Number,https://rptsvr1.tea.texas.gov/perfreport/tapr/2021/xplore/ddrop_att.html,2021,DISTRICT
DA0AT19R,All Students Attendance Rate,DA0AT19R,Numeric,8,District 2019 Attendance: All Students Rate,https://rptsvr1.tea.texas.gov/perfreport/tapr/2021/xplore/ddrop_att.html,2021,DA0AT19R
DB0AT19R,African American Student Attendance Rate,DB0AT19R,Numeric,8,District 2019 Attendance: African American Rate,https://rptsvr1.tea.texas.gov/perfreport/tapr/2021/xplore/ddrop_att.html,2021,DB0AT19R
DI0AT19R,American Indian Student Attendance Rate,DI0AT19R,Numeric,8,District 2019 Attendance: American Indian Rate,https://rptsvr1.tea.texas.gov/perfreport/tapr/2021/xplore/ddrop_att.html,2021,DI0AT19R
D30AT19R,Asian American Student Attendance Rate,D30AT19R,Numeric,8,District 2019 Attendance: Asian Rate,https://rptsvr1.tea.texas.gov/perfreport/tapr/2021/xplore/ddrop_att.html,2021,D30AT19R
DH0AT19R,Hispanic Student Attendance Rate,DH0AT19R,Numeric,8,District 2019 Attendance: Hispanic Rate,https://rptsvr1.tea.texas.gov/perfreport/tapr/2021/xplore/ddrop_att.html,2021,DH0AT19R
D40AT19R,Pacific Islander Student Attendance Rate,D40AT19R,Numeric,8,District 2019 Attendance: Pacific Islander Rate,https://rptsvr1.tea.texas.gov/perfreport/tapr/2021/xplore/ddrop_att.html,2021,D40AT19R
DW0AT19R,White Student Attendance Rate,DW0AT19R,Numeric,8,District 2019 Attendance: White Rate,https://rptsvr1.tea.texas.gov/perfreport/tapr/2021/xplore/ddrop_att.html,2021,DW0AT19R
DE0AT19R,Economically Disadvantaged Student Attendance Rate,DE0AT19R,Numeric,8,District 2019 Attendance: Econ Disadv Rate,https://rptsvr1.tea.texas.gov/perfreport/tapr/2021/xplore/ddrop_att.html,2021,DE0AT19R
DS0AT19R,Special Education Student Attendance Rate,DS0AT19R,Numeric,8,District 2019 Attendance: Special Ed Rate,https://rptsvr1.tea.texas.gov/perfreport/tapr/2021/xplore/ddrop_att.html,2021,DS0AT19R
DA0708DR19R,Grade 07-08 All Student Dropout Rate,DA0708DR19R,Numeric,8,District 2019 Annual Dropout for Grades 07-08: All Students Rate,https://rptsvr1.tea.texas.gov/perfreport/tapr/2021/xplore/ddrop_att.html,2021,DA0708DR19R
DB0708DR19R,Grade 07-08 African American Student Dropout Rate,DB0708DR19R,Numeric,8,District 2019 Annual Dropout for Grades 07-08: African American Rate,https://rptsvr1.tea.texas.gov/perfreport/tapr/2021/xplore/ddrop_att.html,2021,DB0708DR19R
DI0708DR19R,Grade 07-08 American Indian Student Dropout Rate,DI0708DR19R,Numeric,8,District 2019 Annual Dropout for Grades 07-08: American Indian Rate,https://rptsvr1.tea.texas.gov/perfreport/tapr/2021/xplore/ddrop_att.html,2021,DI0708DR19R
D30708DR19R,Grade 07-08 Asian American Student Dropout Rate,D30708DR19R,Numeric,8,District 2019 Annual Dropout for Grades 07-08: Asian Rate,https://rptsvr1.tea.texas.gov/perfreport/tapr/2021/xplore/ddrop_att.html,2021,D30708DR19R
DH0708DR19R,Grade 07-08 Hispanic Student Dropout Rate,DH0708DR19R,Numeric,8,District 2019 Annual Dropout for Grades 07-08: Hispanic Rate,https://rptsvr1.tea.texas.gov/perfreport/tapr/2021/xplore/ddrop_att.html,2021,DH0708DR19R
D40708DR19R,Grade 07-08 Pacific Islander Student Dropout Rate,D40708DR19R,Numeric,8,District 2019 Annual Dropout for Grades 07-08: Pacific Islander Rate,https://rptsvr1.tea.texas.gov/perfreport/tapr/2021/xplore/ddrop_att.html,2021,D40708DR19R
