NAME_x,LABEL_x,NAME_y,TYPE,LENGTH,LABEL_y,Source_URL,Year,NAME_2
DISTRICT,District Number,DISTRICT,Character,6,District Number,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/xplore/ddrop_att.html,2020,DISTRICT
DPSTKIDR,Teacher to Student Ratio,DPSTKIDR,Numeric,8,District 2020 Staff: Teacher Student Ratio,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dstaff.html,2020,DPSTKIDR
DPETALLC,All Students Count in district,DPETALLC,Numeric,8,District 2020 Student Membership: All Students Count,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dstud.html,2020,DPETALLC
DPETBLAP,African American Student Percent,DPETBLAP,Numeric,8,District 2020 Student Membership: African American Percent,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dstud.html,2020,DPETBLAP
DPETINDP,American Indian Student Percent,DPETINDP,Numeric,8,District 2020 Student Membership: American Indian Percent,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dstud.html,2020,DPETINDP
DPETASIP,Asian American Student Percent,DPETASIP,Numeric,8,District 2020 Student Membership: Asian Percent,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dstud.html,2020,DPETASIP
DPETHISP,Hispanic Student Percent,DPETHISP,Numeric,8,District 2020 Student Membership: Hispanic Percent,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dstud.html,2020,DPETHISP
DPETPCIP,Pacific Islander Student Percent,DPETPCIP,Numeric,8,District 2020 Student Membership: Pacific Islander Percent,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dstud.html,2020,DPETPCIP
DPETTWOP,Two or More Races Student Percent,DPETTWOP,Numeric,8,District 2020 Student Membership: Two or More Races Percent,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dstud.html,2020,DPETTWOP
DPETWHIP,White Student Percent,DPETWHIP,Numeric,8,District 2020 Student Membership: White Percent,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dstud.html,2020,DPETWHIP
DPETECOP,Economically Disadvantaged Student Percent,DPETECOP,Numeric,8,District 2020 Student Membership: Econ Disadv Percent,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dstud.html,2020,DPETECOP
DPETSPEP,Special Education Student Percent,DPETSPEP,Numeric,8,District 2020 Student Membership: Special Ed Percent,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dstud.html,2020,DPETSPEP
DPETGIFP,Gifted & Talented Student Percent,DPETGIFP,Numeric,8,District 2020 Student Membership: Gifted & Talented Percent,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dstud.html,2020,DPETGIFP
DPETIMMP,Immigrant Student Percent,DPETIMMP,Numeric,8,District 2020 Student Membership: Immigrant Percent,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dstud.html,2020,DPETIMMP
DPETBILP,Bilingual & ESL Student Percent,DPETBILP,Numeric,8,District 2020 Student Membership: Bilingual/ESL Percent,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dstud.html,2020,DPETBILP
DA0GR18R,All Student Graduation Rate ,DA0GR19R,Numeric,8,District 2019 Graduates: All Students Group %,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dgrad.html,2020,DA0GR18R
DB0GR18R,African American Student Graduation Rate,DB0GR19R,Numeric,8,District 2019 Graduates: African American Student Group %,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dgrad.html,2020,DB0GR18R
DI0GR18R,American Indian Student Graduation Rate,DI0GR19R,Numeric,8,District 2019 Graduates: American Indian Student Group %,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dgrad.html,2020,DI0GR18R
D30GR18R,Asian American Student Graduation Rate,D30GR19R,Numeric,8,District 2019 Graduates: Asian Student Group %,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dgrad.html,2020,D30GR18R
DH0GR18R,Hispanic Student Graduation Rate,DH0GR19R,Numeric,8,District 2019 Graduates: Hispanic Student Group %,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dgrad.html,2020,DH0GR18R
D40GR18R,Pacific Islander Student Graduation Rate,D40GR19R,Numeric,8,District 2019 Graduates: Pacific Islander Student Group %,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dgrad.html,2020,D40GR18R
DW0GR18R,White Student Graduation Rate,DW0GR19R,Numeric,8,District 2019 Graduates: White Student Group %,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dgrad.html,2020,DW0GR18R
DE0GR18R,Economically Disadvantaged Student Graduation Rate,DE0GR19R,Numeric,8,District 2019 Graduates: Econ Disadv Student Group %,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dgrad.html,2020,DE0GR18R
DS0GR18R,Special Education Student Graduation Rate,DS0GR19R,Numeric,8,District 2019 Graduates: Special Ed Student Group %,https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dgrad.html,2020,DS0GR18R
DA0GP18R,Percent of Graduates who are CCMR (College_Career_Military_Ready),DA0GP18R,Numeric,8,"District 2018 College, Career & Military Ready Graduates: All Students Rate",https://rptsvr1.tea.texas.gov/perfreport/tapr/2020/download/dgrad1.html,2020,DA0GP18R
